PrefabName	DisplayName	NameToken	ItemType	AutoPickup	InZNetScene	MaxStack	Weight
TankardAnniversary	Horn of Celebration	$item_tankard_anniversary	OneHandedWeapon	True	True	1	1
TankardOdin	Mead Horn of Oden	$item_tankard_odin	OneHandedWeapon	True	True	1	1
Tankard_dvergr	Dvergr Tankard	$item_dvergrtankard	OneHandedWeapon	True	True	1	1
Tar	Tar	$item_tar	Material	True	True	50	2
tendril_attack	Dragur axe	Dragur axe	OneHandedWeapon	True	True	1	1
tentaroot_attack	Dragur axe	Dragur axe	OneHandedWeapon	True	True	1	1
Thistle	Thistle	$item_thistle	Material	True	True	50	0.1
THSwordGold	Nord Greatsword	$item_sword2h_gold	TwoHandedWeapon	True	True	1	4
THSwordGoldUncooked	Cast: Nord Greatsword	$item_sword2h_gold_uncooked	Material	True	True	1	4
THSwordGold_BloodLightning	Thunderblood Greatsword	$item_sword2h_gold_bloodlightning	TwoHandedWeapon	True	True	1	4
THSwordGold_FrostFire	Frostfire Greatsword	$item_sword2h_gold_frostfire	TwoHandedWeapon	True	True	1	4
THSwordKrom	Krom	$item_sword_krom	TwoHandedWeapon	True	True	1	4
THSwordSlayer	Slayer	$item_sword_slayer	TwoHandedWeapon	True	True	1	4
THSwordSlayerBlood	Brutal Slayer	$item_sword_slayer_blood	TwoHandedWeapon	True	True	1	4
THSwordSlayerLightning	Scourging Slayer	$item_sword_slayer_lightning	TwoHandedWeapon	True	True	1	4
THSwordSlayerNature	Primal Slayer	$item_sword_slayer_nature	TwoHandedWeapon	True	True	1	4
THSwordWood	Wooden Greatsword	$item_sword_wood_2h	TwoHandedWeapon	True	True	1	4
Thunderstone	Thunder Stone	$item_thunderstone	Material	True	True	20	10
tick_attack	boar attack1	boar attack1	OneHandedWeapon	True	False	1	1
tick_attack_attach	boar attack1	boar attack1	OneHandedWeapon	True	False	1	1
Tin	Tin	$item_tin	Material	True	True	30	8
TinOre	Tin Ore	$item_tinore	Material	True	True	30	8
Torch	Torch	$item_torch	Torch	True	True	1	1
TorchMist	[item_torchmist]	$item_torchmist	Torch	True	True	1	1
TrainingDummy_attack	dummy attack	dummy attack	OneHandedWeapon	True	False	1	1
TrainingDummy_attack2	dummy attack	dummy attack	OneHandedWeapon	True	False	1	1
TrainingDummy_attack3	dummy attack	dummy attack	OneHandedWeapon	True	False	1	1
TrainingDummy_throw	dummy throw stone	dummy throw stone	OneHandedWeapon	True	False	1	1
TrinketBlackDamageHealth	Bracelets of the Brave	$item_trinketblackdamagedealth	Trinket	True	True	1	2
TrinketBlackStamina	Evasion Mantle	$item_trinketblackdtamina	Trinket	True	True	1	2
TrinketBloodGoldHealth	Neckstabber	$item_trinketbloodgoldhealth	Trinket	True	True	1	2
TrinketBloodGoldStamina	Witch Crown	$item_trinketbloodgoldstamina	Trinket	True	True	1	2
TrinketBronzeHealth	Heart of the Forest	$item_trinketbronzehealth	Trinket	True	True	1	2
TrinketBronzeStamina	Bronze Pendant	$item_trinketbronzestamina	Trinket	True	True	1	2
TrinketCarapaceEitr	Pulsating Earrings	$item_trinketcarapaceeitr	Trinket	True	True	1	2
TrinketChitinSwim	Fins of Destiny	$item_trinketchitinswim	Trinket	True	True	1	2
TrinketFlametalEitr	Jörmundling	$item_trinketflametaleitr	Trinket	True	True	1	2
TrinketFlametalStaminaHealth	Brimstone	$item_trinketflametalstaminahealth	Trinket	True	True	1	2
TrinketIronHealth	Iron Brooch	$item_trinketironhealth	Trinket	True	True	1	2
TrinketIronStamina	Nimble Anklet	$item_trinketironstamina	Trinket	True	True	1	2
TrinketScaleStaminaDamage	Resounding Shackle	$item_trinketscalestaminadamage	Trinket	True	True	1	2
TrinketSilverDamage	Wolf Sight	$item_trinketsilverdamage	Trinket	True	True	1	2
TrinketSilverResist	Crystal Heart	$item_trinketsilverresist	Trinket	True	True	1	2
TrollHide	Troll Hide	$item_trollhide	Material	True	True	20	2
trollsnow_groundslam	slap	slap	OneHandedWeapon	True	False	1	1
trollsnow_groundslam_r	slap	slap	OneHandedWeapon	True	False	1	1
trollsnow_punch	slap	slap	OneHandedWeapon	True	False	1	1
trollsnow_punch_r	slap	slap	OneHandedWeapon	True	False	1	1
trollsnow_throw	fireballattack	fireballattack	OneHandedWeapon	True	False	1	1
troll_groundslam	slap	slap	OneHandedWeapon	True	False	1	1
troll_log_swing_h	LOG	LOG	OneHandedWeapon	True	True	1	1
troll_log_swing_v	LOG	LOG	OneHandedWeapon	True	True	1	1
troll_punch	slap	slap	OneHandedWeapon	True	False	1	1
troll_summoned_groundslam	slap	slap	OneHandedWeapon	True	False	1	1
troll_summoned_log_swing_h	LOG	LOG	OneHandedWeapon	True	True	1	1
troll_summoned_log_swing_v	LOG	LOG	OneHandedWeapon	True	True	1	1
troll_summoned_punch	slap	slap	OneHandedWeapon	True	False	1	1
troll_summoned_throw	fireballattack	fireballattack	OneHandedWeapon	True	False	1	1
troll_throw	fireballattack	fireballattack	OneHandedWeapon	True	False	1	1
TrophyAbomination	Abomination Trophy	$item_trophy_abomination	Trophy	True	True	20	4
TrophyAsksvin	Asksvin Trophy	$item_trophy_asksvin	Trophy	True	True	20	2
TrophyBarka	Barka Trophy	$item_trophy_barka	Trophy	True	True	20	2
TrophyBjorn	Bear Trophy	$item_trophy_bjorn	Trophy	True	True	20	2
TrophyBjornUndead	Vile Trophy	$item_trophy_bjorn_undead	Trophy	True	True	20	2
TrophyBlob	Blob Trophy	$item_trophy_blob	Trophy	True	True	20	1
TrophyBlob_Frost	Frost Blob Trophy	$item_trophy_blob_frost	Trophy	True	True	20	1
TrophyBlob_Lava	Lava Blob Trophy	$item_trophy_blob_lava	Trophy	True	True	20	1
TrophyBlob_Morkhalla	Pulp Trophy	$item_trophy_blob_morkhalla	Trophy	True	True	20	1
TrophyBoar	Boar Trophy	$item_trophy_boar	Trophy	True	True	20	2
TrophyBonemass	Bonemass Trophy	$item_trophy_bonemass	Trophy	True	True	20	2
TrophyBonemawSerpent	Bonemaw Trophy	$item_trophy_bonemaw	Trophy	True	True	20	25
TrophyCharredArcher	Marksman Trophy	$item_trophy_charredarcher	Trophy	True	True	20	0.5
TrophyCharredMage	Warlock Trophy	$item_trophy_charredmage	Trophy	True	True	20	0.5
TrophyCharredMelee	Warrior Trophy	$item_trophy_charredmelee	Trophy	True	True	20	0.5
TrophyCultist	Cultist Trophy	$item_trophy_cultist	Trophy	True	True	20	3
TrophyCultist_Hildir	Geirrhafa Trophy	$item_trophy_cultist_hildir	Trophy	True	True	20	3
TrophyDeathsquito	Deathsquito Trophy	$item_trophy_deathsquito	Trophy	True	True	20	0.5
TrophyDeer	Deer Trophy	$item_trophy_deer	Trophy	True	True	20	2
TrophyDeerWhite	[item_trophy_deer_white]	$item_trophy_deer_white	Trophy	True	True	20	2
TrophyDragonQueen	Moder Trophy	$item_trophy_dragonqueen	Trophy	True	True	20	2
TrophyDraugr	Draugr Trophy	$item_trophy_draugr	Trophy	True	True	20	1
TrophyDraugrElite	Draugr Elite Trophy	$item_trophy_draugrelite	Trophy	True	True	20	1
TrophyDraugrFem	Draugr Trophy	$item_trophy_draugr	Trophy	True	True	20	1
TrophyDvergr	Dvergr Trophy	$item_trophy_dvergr	Trophy	True	True	20	2
TrophyEikthyr	Eikthyr Trophy	$item_trophy_eikthyr	Trophy	True	True	20	2
TrophyElaking	Elaking Trophy	$item_trophy_elaking	Trophy	True	True	20	2
TrophyFader	Fader Trophy	$item_trophy_fader	Trophy	True	True	20	2
TrophyFallenValkyrie	Fallen Valkyrie Trophy	$item_trophy_fallenvalkyrie	Trophy	True	True	20	0.5
TrophyFenring	Fenring Trophy	$item_trophy_fenring	Trophy	True	True	20	1.5
TrophyForestTroll	Troll Trophy	$item_trophy_troll	Trophy	True	True	20	4
TrophyFrostTroll	Troll Trophy	$item_trophy_troll	Trophy	True	True	20	4
TrophyGhost	Ghost Trophy	$item_trophy_ghost	Trophy	True	True	20	2
TrophyGjall	Gjall Trophy	$item_trophy_gjall	Trophy	True	True	20	2
TrophyGoblin	Fuling Trophy	$item_trophy_goblin	Trophy	True	True	20	1
TrophyGoblinBrute	Fuling Berserker Trophy	$item_trophy_goblinbrute	Trophy	True	True	20	2
TrophyGoblinBruteBrosBrute	Thungr Trophy	$item_trophy_brutebro	Trophy	True	True	20	2
TrophyGoblinBruteBrosShaman	Zil Trophy	$item_trophy_shamanbro	Trophy	True	True	20	2
TrophyGoblinKing	Yagluth Trophy	$item_trophy_goblinking	Trophy	True	True	20	1
TrophyGoblinShaman	Fuling Shaman Trophy	$item_trophy_goblinshaman	Trophy	True	True	20	0.5
TrophyGreydwarf	Greydwarf Trophy	$item_trophy_greydwarf	Trophy	True	True	20	1
TrophyGreydwarfBrute	Greydwarf Brute Trophy	$item_trophy_greydwarfbrute	Trophy	True	True	20	1.5
TrophyGreydwarfShaman	Greydwarf Shaman Trophy	$item_trophy_greydwarfshaman	Trophy	True	True	20	1
TrophyGrowth	Growth Trophy	$item_trophy_growth	Trophy	True	True	20	1
TrophyHare	Hare Trophy	$item_trophy_hare	Trophy	True	True	20	2
TrophyHatchling	Drake Trophy	$item_trophy_hatchling	Trophy	True	True	20	2
TrophyJotunWarrior	Krigen Trophy	$item_trophy_jotunwarrior	Trophy	True	True	20	2
TrophyJotunWitch	Hexen Trophy	$item_trophy_jotunwitch	Trophy	True	True	20	2
TrophyKvastur	Kvastur	$enemy_kvastur	Trophy	True	True	20	2
TrophyLeech	Leech Trophy	$item_trophy_leech	Trophy	True	True	20	2
TrophyLox	Lox Trophy	$item_trophy_lox	Trophy	True	True	20	2
TrophyMole	Eyeless One Trophy	$item_trophy_mole	Trophy	True	True	20	1.5
TrophyMoose	Moose Trophy	$item_trophy_moose	Trophy	True	True	20	2
TrophyMorgen	Morgen Trophy	$item_trophy_morgen	Trophy	True	True	20	0.5
TrophyNeck	Neck Trophy	$item_trophy_neck	Trophy	True	True	20	0.5
TrophySeal	Seal Trophy	$item_trophy_seal	Trophy	True	True	20	2
TrophySeeker	Seeker Trophy	$item_trophy_seeker	Trophy	True	True	20	2
TrophySeekerBrute	Seeker Soldier Trophy	$item_trophy_seeker_brute	Trophy	True	True	20	2
TrophySeekerQueen	The Queen Trophy	$item_trophy_seekerqueen	Trophy	True	True	20	2
TrophySerpent	Serpent Trophy	$item_trophy_serpent	Trophy	True	True	20	25
TrophySGolem	Stone Golem Trophy	$item_trophy_sgolem	Trophy	True	True	20	2
TrophySkeleton	Skeleton Trophy	$item_trophy_skeleton	Trophy	True	True	20	0.5
TrophySkeletonHildir	Brenna Trophy	$item_trophy_skeleton_hildir	Trophy	True	True	20	0.5
TrophySkeletonPoison	Rancid Remains Trophy	$item_trophy_skeletonpoison	Trophy	True	True	20	0.5
TrophySurtling	Surtling Trophy	$item_trophy_surtling	Trophy	True	True	20	1
TrophyTheElder	The Elder Trophy	$item_trophy_elder	Trophy	True	True	20	4
TrophyTick	Tick Trophy	$item_trophy_tick	Trophy	True	True	20	2
TrophyUlv	Ulv Trophy	$item_trophy_ulv	Trophy	True	True	20	1.5
TrophyVolture	Volture Trophy	$item_trophy_volture	Trophy	True	True	20	2
TrophyWolf	Wolf Trophy	$item_trophy_wolf	Trophy	True	True	20	1.5
TrophyWraith	Wraith Trophy	$item_trophy_wraith	Trophy	True	True	20	1
TrophyWrithan	Writhan Trophy	$item_trophy_writhan	Trophy	True	True	20	2
Turnip	Turnip	$item_turnip	Material	True	True	50	0.3
TurnipSeeds	Turnip Seeds	$item_turnipseeds	Material	True	True	100	0.1
TurnipStew	Turnip Stew	$item_turnipstew	Consumable	True	True	10	1
TurretBolt	Black Metal Missile	$item_turretbolt	AmmoNonEquipable	True	True	100	0.5
TurretBoltBloodgold	Bloodgold Missile	$item_turretbolt_bloodgold	AmmoNonEquipable	True	True	100	0.5
TurretBoltBone	[item_turretboltbone]	$item_turretboltbone	AmmoNonEquipable	True	True	100	0.5
TurretBoltFlametal	Flametal Missile	$item_turretbolt_flametal	AmmoNonEquipable	True	True	100	0.5
TurretBoltWood	Wooden Missile	$item_turretboltwood	AmmoNonEquipable	True	True	100	0.5
Ulv_attack1_bite	Bite Attack	Bite Attack	OneHandedWeapon	True	True	1	1
Ulv_attack2_slash	Slash Attack	Slash Attack	OneHandedWeapon	True	True	1	1
unbjorn_bite	bjorn bite	bjorn bite	OneHandedWeapon	True	True	1	1
unbjorn_claws	bjorn bite	bjorn bite	OneHandedWeapon	True	True	1	1
unbjorn_slam	slap	slap	OneHandedWeapon	True	False	1	1
unbjorn_swipe_combo	bjorn bite	bjorn bite	OneHandedWeapon	True	True	1	1
unbjorn_swipe_l	bjorn bite	bjorn bite	OneHandedWeapon	True	True	1	1
unbjorn_swipe_r	bjorn bite	bjorn bite	OneHandedWeapon	True	True	1	1
UndeadBjornRibcage	Vile Ribcage	$item_UndeadBjornRibcage	Material	True	True	50	5
Upgrader0Armor	Wooden Protection Idol	$item_upgrader_tier0 $item_upgrader_armor $item_upgrader_name	Material	True	True	20	0.5
Upgrader0Weapon	Wooden Battle Idol	$item_upgrader_tier0 $item_upgrader_weapon $item_upgrader_name	Material	True	True	20	0.5
Upgrader1Armor	Bronze Protection Idol	$item_upgrader_tier1 $item_upgrader_armor $item_upgrader_name	Material	True	True	20	0.5
Upgrader1Weapon	Bronze Battle Idol	$item_upgrader_tier1 $item_upgrader_weapon $item_upgrader_name	Material	True	True	20	0.5
Upgrader2Armor	Iron Protection Idol	$item_upgrader_tier2 $item_upgrader_armor $item_upgrader_name	Material	True	True	20	0.5
Upgrader2Weapon	Iron Battle Idol	$item_upgrader_tier2 $item_upgrader_weapon $item_upgrader_name	Material	True	True	20	0.5
Upgrader3Armor	Silver Protection Idol	$item_upgrader_tier3 $item_upgrader_armor $item_upgrader_name	Material	True	True	20	0.5
Upgrader3Weapon	Silver Battle Idol	$item_upgrader_tier3 $item_upgrader_weapon $item_upgrader_name	Material	True	True	20	0.5
Upgrader4Armor	Black Metal Protection Idol	$item_upgrader_tier4 $item_upgrader_armor $item_upgrader_name	Material	True	True	20	0.5
Upgrader4Weapon	Black Metal Battle Idol	$item_upgrader_tier4 $item_upgrader_weapon $item_upgrader_name	Material	True	True	20	0.5
Upgrader5Armor	Black Marble Protection Idol	$item_upgrader_tier5 $item_upgrader_armor $item_upgrader_name	Material	True	True	20	0.5
Upgrader5Weapon	Black Marble Battle Idol	$item_upgrader_tier5 $item_upgrader_weapon $item_upgrader_name	Material	True	True	20	0.5
Upgrader6Armor	Flametal Protection Idol	$item_upgrader_tier6 $item_upgrader_armor $item_upgrader_name	Material	True	True	20	0.5
Upgrader6Weapon	Flametal Battle Idol	$item_upgrader_tier6 $item_upgrader_weapon $item_upgrader_name	Material	True	True	20	0.5
Upgrader7Armor	Bloodgold Protection Idol	$item_upgrader_tier7 $item_upgrader_armor $item_upgrader_name	Material	True	True	20	0.5
Upgrader7Weapon	Bloodgold Battle Idol	$item_upgrader_tier7 $item_upgrader_weapon $item_upgrader_name	Material	True	True	20	0.5
VegvisirShard_Bonemass	Yagluth thing	Yagluth thing	Material	True	True	30	1
VikingCupcake	Frosted Sweetbread	$item_vikingcupcake	Consumable	True	True	10	1
VikingCupcakeUncooked	Unbaked Sweetbread	$item_vikingcupcake_uncooked	Material	True	True	10	1
Vineberry	Vineberry Cluster	$item_vineberry	Consumable	True	True	50	0.1
VineberrySeeds	Vineberry Seeds	$item_vineberryseeds	Material	True	True	100	0.1
VineGreenSeeds	Ivy Seeds	$item_vinegreenseeds	Material	True	True	100	0.1
Voidplasm	Ectoplasm	$item_ectoplasm	Material	True	True	50	2
VoltureEgg	Volture Egg	$item_voltureegg	Misc	True	True	20	1
VoltureMeat	Volture Meat	$item_volture_meat	Material	True	True	20	1
volture_talons	Volture Talons	Volture Talons	OneHandedWeapon	True	True	1	1
Wishbone	Wishbone	$item_wishbone	Utility	True	True	1	0.1
Wisp	Wisp	$item_wisp	Material	True	True	50	0.5
WitheredBone	Withered Bone	$item_witheredbone	Material	True	True	30	1
WolfClaw	Fenris Claw	$item_wolfclaw	Material	True	True	20	0.5
WolfFang	Wolf Fang	$item_wolffang	Material	True	True	50	0.1
WolfHairBundle	Fenris Hair	$item_wolfhairbundle	Material	True	True	50	1
WolfJerky	Wolf Jerky	$item_wolfjerky	Consumable	True	True	20	0.5
WolfMeat	Wolf Meat	$item_wolf_meat	Material	True	True	20	1
WolfMeatSkewer	Wolf Skewer	$item_wolf_skewer	Consumable	True	True	20	0.5
WolfPelt	Wolf Pelt	$item_wolfpelt	Material	True	True	50	1
Wolf_Attack1	WolfAttack1	WolfAttack1	OneHandedWeapon	True	False	1	1
Wolf_Attack2	WolfAttack2	WolfAttack2	OneHandedWeapon	True	False	1	1
Wolf_Attack3	WolfAttack3	WolfAttack3	OneHandedWeapon	True	False	1	1
Wood	Wood	$item_wood	Material	True	True	50	2
wraith_melee	Wraith melee	Wraith melee	OneHandedWeapon	True	True	1	1
WrithanRoots	Writhan Roots	$item_writhanroots	Material	True	True	50	0.5
writhan_bite	writhan bite	writhan bite	OneHandedWeapon	True	True	1	1
writhan_explode_aoe			OneHandedWeapon	True	False	1	1
YagluthDrop	Torn Spirit	$item_yagluththing	Misc	True	True	30	1
YggdrasilPorridge	Yggdrasil Porridge	$item_yggdrasilporridge	Consumable	True	True	10	1
YggdrasilWood	Yggdrasil Wood	$item_yggdrasilwood	Material	True	True	50	2
YmirRemains	Ymir Flesh	$item_ymirremains	Material	True	True	50	0.3
